Regional,Municipio,Empreendimento,Modalidade,Classe,Atividade,Ano,Mes,Data de Publicacao,Decisao
SUPRAM Triângulo Mineiro / Alto Paranaíba,Nova Ponte,EDGAR BENINI/FAZENDA BOA VISTA E SÃO SEBASTIÃO  - MAT 8435,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,29/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,SPRAYTECH COMERCIAL AGRÍCOLA LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,EMPRESA GONTIJO DE TRANSPORTES LTDA ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Alfredo Vasconcelos,LATICINIOS DOMINGOS NETO LTDA,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Guarará,LATICÍNIOS DUARTE FERREIRA LTDA.,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,"JOSÉ EDUARDO DINIZ JUNQUEIRA/FAZENDA SANTA. CECILIA TIJUCAL -  MAT: 132, 138, 152, 570, 576, 4015, 4016, 4017, 8487, 8724 E 8806",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Santos Dumont,LATICINIOS SOUZA,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Faria Lemos,PAULO VICTOR VILAS BOAS DO CARMO,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Indeferida
SUPRAM Alto São Francisco,Santo Antônio do Monte,FLAVIO DA SILVA FERRAO,LAS RAS,3,G-02-02-1-Avicultura,2019,Junho,08/06/2019,Indeferida
SUPRAM Zona da Mata,Rosário da Limeira,POSTO MASSI & FILHA LTDA,LAS Cadastro,1,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Canaã,APARECIDA RITA DE CASSIA LOPES DE ASSIS,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Rosário da Limeira,POSTO MASSI & FILHA LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Matipó,AUTO POSTO TEIXEIRA LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Rio Manso,RAFAEL CORDEIRO DE MELO,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Deferida
SUPRAM Central Metropolitana,Betim,JOSÉ ORLANDO DE MELO EP,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Santa Margarida,POSTO BASILICA LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Santa Luzia,CONSITA TRATAMENTO DE RESIDUOS SA,LAS Cadastro,2,F-05-07-1-Reciclagem ou regeneração de outros resíduos classe 2 (não-perigosos) não especificados,2019,Junho,29/06/2019,Deferida
SUPRAM Central Metropolitana,Conselheiro Lafaiete,LATICÍNIOS LARA LTD,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Alfredo Vasconcelos,JOSE MAURICIO DIAS,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Fortuna de Minas,CERAMICA FORTUNA DE MINAS LTDA,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,29/06/2019,Deferida
SUPRAM Central Metropolitana,Papagaios,CERAMICA BARCELOS INDUSTRIA E COMERCIO LTDA - ME,LAS Cadastro,2,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Abre Campo,CASCALHEIRA KM 101 EIRELI	,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Belo Horizonte,SOLUM DEMOLIÇÕES E TERRAPLENAGEM LTDA.,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Cajuri,AUTO POSTO COLIBRI LTDA ME,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Betim,TRANSPORTADORA VERONESE LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Canaã,APARECIDA RITA DE CASSIA LOPES DE ASSIS,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,29/06/2019,Indeferida
SUPRAM Jequitinhonha,Capelinha,MADEIREIRA EUCALIPTUS E TRANSPORTES LTDA.,REVLO,4,B-10-07-0-Tratamento químico para preservação de madeira,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Ervália,CASCALHEIRA MATINHA SILVA LTDA - ME,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Contagem,DEMOX COMÉRCIO E DISTRIBUIÇÃO DE OXIGÊNIO LTD,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,São Geraldo,MARCOS ANTONIO DA SILVA,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Senador Firmino,CERÂMICA SENADOR LTDA,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Papagaios,FABIO JOSE DIAS DE FREITAS ,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Tocantins,MODECOR INDUSTRIA & COMERCIO LTDA,LAS Cadastro,2,"B-10-02-2-Fabricação de móveis de madeira, e/ou seus derivados, com pintura e/ou verniz",2019,Junho,29/06/2019,Indeferida
SUPRAM Central Metropolitana,Caeté, 	 GERALDO LINO GONCALVES / SITIO SICUPEMBA,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Dores de Campos,CURTUME SÃO MARCOS INDÚSTRIA E COMÉRCIO LTDA.,LAS Cadastro,2,"C-03-03-4-Fabricação de couro por processo completo, a partir de peles até o couro acabado, com curtimento exclusivamente ao tanino vegetal",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Barbacena,JÚLIO CÉSAR MELO,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Desterro do Melo,AUTO POSTO DUAS PONTES,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Faria Lemos, PREFEITURA MUNICIPAL DE FARIA LEMOS,LAS Cadastro,2,E-03-07-8-Estação de transbordo de resíduos sólidos urbanos,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Faria Lemos,PAULO VICTOR VILAS BOAS DO CARMO,LAS Cadastro,2,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Lima Duarte,WANDER JOSE DOS REIS MEA-03-01-8,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Leste de Minas,Aimorés,LGC GRANITOS LTDA,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,20/06/2019,Deferida
SUPRAM Zona da Mata,Mar de Espanha,DANIEL DE SOUZA TOSTES - ME,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Miraí,GUARANIPLAST INDÚSTRIA DE EMBALAGENS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Miraí,GUARANIPLAST INDÚSTRIA DE EMBALAGENS LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Piranga,TRACAJÁ MATERIAL DE CONSTRUÇÃO LTDA ME,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Ponte Nova,MARMORARIA ALTO PARAÍSO LTDA ,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Raul Soares,NEUZA ARAUJO DE SOUSA LEAL ,LAS Cadastro,2,F-05-16-0-Descaracterização de veículos,2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,Santa Rita do Ibitipoca,PREFEITURA MUNICIPAL DE SANTA RITA DE IBITIPOCA,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,29/06/2019,Indeferida
SUPRAM Zona da Mata,São Francisco do Glória,BOA VISTA INDUSTRIA DE TORREFAÇÃO LTDA,LAS Cadastro,1,D-01-01-5-Torrefação e moagem de grãos,2019,Junho,29/06/2019,Indeferida
SUPRAM Leste de Minas,Franciscópolis,INDUSTRIA EXTRATIVA MINERAL SANTA ROSA LTDA,LAS RAS,3,A-01-01-5-Lavra subterrânea pegmatitos e gemas,2019,Junho,27/06/2019,Deferida
SUPRAM Zona da Mata,Tocantins,GIOVANI ALVES FERNANDES,LAS Cadastro,2,F-05-16-0-Descaracterização de veículos,2019,Junho,29/06/2019,Indeferida
SUPRAM Leste de Minas,Santa Rita do Itueto,MINERACAO BRASILMAG EIRELI ,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,28/06/2019,Deferida
SUPRAM Leste de Minas,Governador Valadares,AREAL MONICA LTDA,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,28/06/2019,Deferida
SUPRAM Leste de Minas,Aimorés,STEIN MINERACAO E COMERCIO LTDA,LAS RAS,3,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,20/06/2019,Deferida
SUPRAM Norte de Minas,Grão Mogol,JEAN MOREIRA DIAS - ME,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Deferida
SUPRAM Norte de Minas,Pirapora,OLIVEIRA VELOSO COMÉRCIO E TRANSPORTE LTDA,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,29/06/2019,Deferida
SUPRAM Leste de Minas,Santa Rita do Itueto,MINERACAO SAO SEBASTIAO LTDA,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,27/06/2019,Deferida
SUPRAM Norte de Minas,Montes Claros,JOSE LEONE TRANSPORTES LTDA-ME,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Cachoeira Dourada,HUMBERTO HIROCHI UEDA TANO/FAZENDA CORGUINHO OU CORGÃO - MAT.: 04.550 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Capinópolis,JOILSON ALVES DE ALMEIDA/FAZENDA DOS BAÚS/CABECEIRA BONITA MAT.: 05.335 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,MARIA PAULA NAVES RESENDE/FAZENDA SÃO JOSÉ DO PRAIÃO – MATRICULAS 16.354 E 16.356,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ALDEIA - SOBRADINHO - MATRÍCULA 17.01,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Capinópolis,JOILSON ALVES DE ALMEIDA/FAZENDA QUERO-QUERO MAT.: 1.588 SRI CAPINÓPOLIS ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Carneirinho,"OLEGÁRIO ALVES DE LIMA/FAZENDA BOM SUCESSO E SOLEDADE, MAT. 10.533",LAS Cadastro,2,"D-01-02-5-Abate de animais de grande porte (bovinos, eqüinos, bubalinos, muares,etc)",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Carneirinho,"OLEGÁRIO ALVES DE LIMA/FAZENDA BOM SUCESSO, DEN. FORMIGA. MAT. 18.811 E 411 ",LAS Cadastro,2,"D-01-02-5-Abate de animais de grande porte (bovinos, eqüinos, bubalinos, muares,etc)",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Serra do Salitre,"JAIRO NEWITON DIAS/FAZENDA CAMPO ALEGRE – MAT. 15581, 20505, 56499, 65615, 65616, 65617 E 65618 ",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Iturama,JOSIENY ALVES AZEVEDO - ME ,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Canápolis,VILMA THEREZINHA FRANCO E OUTROS/FAZENDA CÓRREGO DA LIMEIRA -MAT. 11.216 SRI CANÁPOLIS E 20.922 SRI ITUIUTABA,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Canápolis,AUTO POSTO MODELO DE CARNEIRINHO LTDA,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araguari,BRASMIX ENGENHARIA DE CONCRETO S.A,LAS Cadastro,2,C-10-01-4-usinas de produção de concreto comum,2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Gurinhatã,IFL EMPREENDIMENTO AGRÍCOLAS LTDA./FAZENDA SANTA ROSA/CABECEIRA DO MARCELO MATS.: 38950 E 11155 SRI ITUIUTABA,LAS Cadastro,2,C-10-01-4-usinas de produção de concreto comum,2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Nova Ponte,"CAIRO BORGES ALMEIDA/FAZENDA BOA VISTA, CÓRREGO DAS CABAÇAS, ALMEIDAS E FAZENDA COLORADO MAT. 17.718 ",LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Conceição das Alagoas,CLEONICE MENEZES BORGES/FAZENDA ALAGOAS- MAT. 19.073 E 19.074 ,LAS Cadastro,2,"G-01-03-1-(DN74)Culturas anuais, excluindo a olericultura.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Guimarânia,"HERLEY TRANSPORTES LTDA./FAZENDA MORRO FEIO, LUGAR PAPAGAIO – MAT. 66.198",LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Gurinhatã,"IFL EMPREENDIMENTO AGRÍCOLAS LTDA./FAZENDA SANTA BÁRBARA/BURITI COMPRIDO MAT. 12592, 35268, 32682, 35193 E 34882 ",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,29/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,UBERTAMBORES LTDA,LAS Cadastro,2,"F-01-01-6-Central de recebimento, armazenamento, triagem e/ou transbordo de sucata metálica, papel, papelão, plásticos ou vidro para reciclagem, contaminados com óleos, graxas ou produtos químicos, exceto agrotóxicos",2019,Junho,20/06/2019,Deferida
SUPRAM Zona da Mata,Viçosa,AMARAL MARQUES INDUSTRIA DE COSMÉTICOS LTDA ME,LAS Cadastro,2,C-06-01-7-Fabricação de produtos de perfumaria e cosméticos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Manhuaçu,AUTO POSTO CIDADE NOVA LTDA EPP,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Manhuaçu,GULOZITOS ALIMENTOS LTDA,LAS Cadastro,2,"D-01-14-7-Fabricação industrial de massas, biscoitos, salgados, chocolates, pães, doces, suplementos alimentares e ingredientes para indústria alimentícia",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Ponte Nova,MUNICÍPIO DE PONTE NOVA,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Barbacena,CIDADE DAS ROSAS TRANSPORTE COLETIVO LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Santana do Manhuaçu,VICENTE PIMENTEL RHODES - ME,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Araponga,M M C SERRARIA LTDA,LAS Cadastro,1,"B-10-01-3-Fabricação de madeira laminada ou chapas de madeira aglomerada, prensada ou compensada, revestida ou não revestida",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Guaraciaba,MUNICÍPIO DE GUARACIABA,LAS Cadastro,2,E-03-07-8-Estação de transbordo de resíduos sólidos urbanos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Ubá,POLLO INDUSTRIA E TRANSPORTE DE MOVEIS LTDA,LAS Cadastro,2,"B-10-02-2-Fabricação de móveis de madeira, e/ou seus derivados, com pintura e/ou verniz",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Simonésia,AUTO POSTO ALEGRIA LTDA EPP,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Deferida
SUPRAM Noroeste de Minas,João Pinheiro,FAZENDA NOSSA SENHORA APARECIDA,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,25/06/2019,Deferida
SUPRAM Leste de Minas,Caratinga,PREFEITURA MUNICIPAL DE CARATINGA FAZENDA BOA VISTA,LP,3,E-03-02-6-(DN74)Canais para drenagem.,2019,Junho,20/06/2019,Arquivamento
SUPRAM Noroeste de Minas,Brasilândia de Minas,DRAGA RIO PARACATU LTDA EPP,LAS RAS,3,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,28/06/2019,Indeferida
SUPRAM Jequitinhonha,Turmalina,SOUTHERN CONE FLORESTAS DE MINAS LTDA.,LO,3,G-03-02-6-(DN74)Silvicultura,2019,Junho,29/06/2019,Arquivamento
SUPRAM Noroeste de Minas,Buritis,FAZENDA MISSIONEIRA I,LAS RAS,3,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,27/06/2019,Deferida
SUPRAM Jequitinhonha,Turmalina,MONTE FRESNOS FLORESTAS DE MINAS LTDA.,LO,2,G-03-02-6-(DN74)Silvicultura,2019,Junho,29/06/2019,Arquivamento
SUPRAM Jequitinhonha,Turmalina,VALE DO JEQUITINHONHA SILVICULTURA E PARTICIPAÇÕES LTDA.,LO,3,G-03-02-6-(DN74)Silvicultura,2019,Junho,29/06/2019,Arquivamento
SUPRAM Noroeste de Minas,Paracatu,BIOSFERA ENGENHARIA E ASSESSORIA AMBIENTAL LTDA,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,11/06/2019,Deferida
SUPRAM Jequitinhonha,Turmalina,SENTINELA FLORESTAS DE MINAS LTDA.,LO,3,G-03-02-6-(DN74)Silvicultura,2019,Junho,29/06/2019,Arquivamento
SUPRAM Noroeste de Minas,Paracatu,COOPERATIVA AGROPECUARIA VALE PARACATU LTDA,LAS RAS,3,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,28/06/2019,Deferida
SUPRAM Sul de Minas,Santa Rita do Sapucaí,EDSON DA SILVA TEIXEIRA  - FAZENDA SÃO JOSÉ,LAS RAS,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,29/06/2019,Indeferida
SUPRAM Leste de Minas,Carlos Chagas,ADILSON BOTELHO ANDRADE FAZENDA CORACAO DO BRASIL,LAS RAS,3,"G-02-08-9-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento",2019,Junho,28/06/2019,Arquivamento
SUPRAM Norte de Minas,Pedras de Maria da Cruz,FIGUEIREDO E BOTELHO LTDA. ,LAS RAS,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,28/06/2019,Deferida
SUPRAM Norte de Minas,Janaúba,GRUPO GD PARTICIPAÇÕES E INVESTIMENTOS LTDA.,LAS RAS,3,E-02-06-2-usina solar fotovoltaica,2019,Junho,28/06/2019,Deferida
SUPRAM Norte de Minas,Salinas,MINERAÇÃO SALINAS IMPORTAÇÃO E EXPORTAÇÃO LTDA. - ME/FAZENDA PINHÃOZEIRO,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,18/06/2019,Indeferida
SUPRAM Sul de Minas,Prados,CEMTAL MINERAÇÃO & TRANSPORTES LTDA.,REVLO,5,A-02-05-4-(DN74)Lavra a céu aberto ou subterrânea em áreas cársticas com ou sem        tratamento ,2019,Junho,28/06/2019,Deferida
SUPRAM Zona da Mata,Rodeiro,Lanes Móveis Indústria e Comércio Ltda,LAS Cadastro,2,"B-10-02-2-Fabricação de móveis de madeira, e/ou seus derivados, com pintura e/ou verniz",2019,Junho,29/06/2019,Deferida
SUPRAM Sul de Minas,Prados,CEMTAL MINERAÇÃO & TRANSPORTES LTDA.,LOC,5,A-02-05-4-(DN74)Lavra a céu aberto ou subterrânea em áreas cársticas com ou sem        tratamento ,2019,Junho,28/06/2019,Deferida
SUPRAM Zona da Mata,Barbacena,JÚLIO CÉSAR MELO,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Lamim,AUTO POSTO DIAMANTE LTDA - ME,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,29/06/2019,Deferida
SUPRAM Zona da Mata,Carandaí,HERIVELTO TÚLIO CELESTINO DE PAULA -ME,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,29/06/2019,Deferida
