Regional,Municipio,Empreendimento,Modalidade,Classe,Atividade,Ano,Mes,Data de Publicacao,Decisao
SUPRAM Alto São Francisco,Divinópolis,ALUMINIO DIVIFORTE LTDA,LAS RAS,3,"B-04-05-7-Produção de fundidos de metais não-ferrosos, inclusive ligas, sem tratamento químico superficial e/ou galvanotécnico, inclusive a partir de reciclagem",2019,Junho,24/05/2019,Deferida
SUPRAM Alto São Francisco,Itaúna,ESPOLIO DE AVELINO AUGUSTO DOS SANTOS E OUTROS GRANJA ALVORADA,LOC,4,"G-02-10-0-(DN74)Criação de ovinos, caprinos, bovinos de corte e búfalos de corte (extensivo).",2019,Junho,10/05/2019,Deferida
SUPRAM Alto São Francisco,Córrego Fundo,MINERACAO HMR EIRELI,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,31/05/2019,Deferida
SUPRAM Alto São Francisco,Pains,MINERACAO GAROCA LTDA,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,31/05/2019,Deferida
SUPRAM Alto São Francisco,Capitólio,FAZENDA MATA DOS SANTOS,LAS RAS,2,G-02-02-1-Avicultura,2019,Junho,28/05/2019,Deferida
SUPRAM Alto São Francisco,Oliveira,RODOPOSTO OLIVEIRA LTDA,REVLO,4,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,28/05/2019,Deferida
SUPRAM Sul de Minas,Piedade do Rio Grande,POLIMIX CONCRETO LTDA.,LAS Cadastro,2,C-10-01-4-usinas de produção de concreto comum,2019,Junho,14/06/2019,Deferida
SUPRAM Jequitinhonha,Jenipapo de Minas,PREFEITURA MUNICIPAL DE JENIPAPO DE MINAS,LAS RAS,2,"E-03-07-7-Aterro sanitário, inclusive Aterro Sanitário de Pequeno Porte - ASPP",2019,Junho,13/06/2019,Indeferida
SUPRAM Jequitinhonha,Almenara,COMPANHIA DE SANEAMENTO DE MINAS GERAIS – COPASA MG/ESTAÇÃO DE TRATAMENTO DE ESGOTO DE ALMENARA/MG,LAS RAS,3,E-03-06-9-Estação de tratamento de esgoto sanitário,2019,Junho,13/06/2019,Deferida
SUPRAM Leste de Minas,Bom Jesus do Galho,EVERSON LUCIO RODRIGUES,LAS RAS,2,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,07/06/2019,Deferida
SUPRAM Leste de Minas,Teófilo Otoni,GILDASIO ANDRADE GOMES,LAS RAS,2,A-01-01-5-Lavra subterrânea pegmatitos e gemas,2019,Junho,12/06/2019,Deferida
SUPRAM Central Metropolitana,São José da Lapa,CERÂMICA E DRAGAGEM XAVIER LTDA,LAS RAS,1,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,07/06/2019,Arquivamento
SUPRAM Central Metropolitana,São José da Lapa,PARQUE LINEAR DO CÓRREGO CARRANCAS,LO,5,E-03-03-4-(DN74)Retificação de curso d¿água.,2019,Junho,07/06/2019,Arquivamento
SUPRAM Central Metropolitana,Jaboticatubas,LOTEAMENTO RESIDENCIAL MABRY,LAC 2 - LP + LI,3,"E-04-01-4-Loteamento do solo urbano, exceto distritos industriais e similares",2019,Junho,07/06/2019,Arquivamento
SUPRAM Central Metropolitana,Jaboticatubas,ULYSSES FELIX LANA - RESIDENCIAL JARDIM DA SERRA,LAC 2 - LP + LI,5,"E-04-01-4-Loteamento do solo urbano, exceto distritos industriais e similares",2019,Junho,07/06/2019,Arquivamento
SUPRAM Central Metropolitana,Ribeirão das Neves,SABRIL PAVIMENTAÇÃO E URBANIZAÇÃO LTDA,LO,3,C-10-02-2-(DN74)Usinas de produção de concreto asfáltico.,2019,Junho,12/06/2019,Arquivamento
SUPRAM Leste de Minas,Mutum,ALDEIA GRANITOS LTDA,LAS RAS,3,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,07/06/2019,Indeferida
SUPRAM Zona da Mata,Cataguases,ZOLLERN TRANSMISSÕES MECÂNICAS LTDA,REVLO,4,"B-07-01-3-Fabricação de máquinas em geral e implementos agrícolas, bem como suas peças e acessórios metálicos",2019,Junho,13/06/2019,Deferida
SUPRAM Zona da Mata,São João Nepomuceno,LL METAIS LTDA ME,LAS RAS,2,B-06-02-5-Serviço galvanotécnico,2019,Junho,13/06/2019,Indeferida
SUPRAM Zona da Mata,Leopoldina,FRIGORIFICO OLIVEIRA E RESENDE ME,LOC,3,"D-01-03-1-(DN74)Abate de animais de médio e grande porte (suínos, ovinos, caprinos, bovinos, eqüinos, bubalinos, muares, etc.).",2019,Junho,13/06/2019,Arquivamento
SUPRAM Alto São Francisco,Pains,MINERACAO CALCIOLANDIA LTDA,LAS RAS,3,"A-02-07-0-Lavra a céu aberto - Minerais não metálicos, exceto rochas ornamentais e de revestimento",2019,Junho,30/05/2019,Deferida
SUPRAM Jequitinhonha,Diamantina,JOÃO ANTÔNIO FERNANDES - ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,13/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ibiá,SANTA HELENA MINERAÇÃO LTDA,LOC,5,A-02-09-7-(DN74)Extração de rocha para produção de britas com ou sem tratamento,2019,Junho,01/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Santa Juliana,OSCARINA FERREIRA DA CUNHA / FAZENDA NOSSA SENHORA DAS DORES / MAT. 17.660. ,LAS RAS,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Rio Paranaíba,AGROPECUÁRIA ALIMENTAR LTDA. / LOTE 94 PADAP.,LAS RAS,3,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,A GLOBAL BRASIL LOCAÇÃO DE EQUIPAMENTOS LTDA,LAS RAS,3,"F-05-18-1-Áreas de triagem, transbordo e armazenamento transitório e/ou reciclagem de resíduos da construção civil e volumosos",2019,Junho,14/06/2019,Indeferida
SUPRAM Norte de Minas,Buritizeiro,BYE RESÍDUOS LTDA,LAS Cadastro,2,"F-01-01-5-Central de recebimento, armazenamento temporário, triagem ou transbordo de sucata metálica, papel, papelão, plásticos ou vidro para reciclagem, não contaminados com óleos, graxas, agrotóxicos ou produtos químicos",2019,Junho,15/06/2019,Deferida
SUPRAM Norte de Minas,Pirapora,REDE ROQUETE SILVA LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,15/06/2019,Deferida
SUPRAM Sul de Minas,Itapeva,AUTO POSTO BAGRE LTDA.,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,17/06/2019,Deferida
SUPRAM Sul de Minas,Boa Esperança,CONSTRUTORA CFC EIRELI,LAS Cadastro,2,C-10-02-2-usinas de produção de concreto asfáltico,2019,Junho,17/06/2019,Deferida
SUPRAM Sul de Minas,Piedade do Rio Grande,"WILSON ASHIDANI - FAZENDA ESPIGÃO COMPRIDO E PINHEIRO, PASTO DO ARICANGA, SÍTIO DO ARROZAL E BARBA-DE-LOBO",LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,17/06/2019,Deferida
SUPRAM Sul de Minas,São José da Barra,ELCIO LEONALDO DE SOUZA ME,LAS Cadastro,2,"B-01-09-0-Aparelhamento, beneficiamento, preparação e transformação de minerais não metálicos, não instalados na área da planta de extração",2019,Junho,17/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Santa Juliana,BT CONSTRUÇÕES LTDA ,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,06/06/2019,Indeferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araxá,AIRES ROBERTO E OUTROS/FAZENDA PARAÍSO - MATRICULA 26.486 ,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Campina Verde,AMADEU YUKISHIGUE MASUNO/FAZENDA CURUPIRA – MAT. 19.711,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Carneirinho,DIEGO MAURICIO MENEZES BENINE /FAZENDA SANTA CECILIA MAT. 36.328 ,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Itapagipe,MARA LÚCIA GONÇALVES BIZINOTTO/FAZENDAS PIANCÓ E CACHOEIRÃO COM DENOMINAÇÃO DE FAZENDA MARANATA,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,HELENA GERVASIO FRANCO/FAZENDA PANTANO OU MARIANO ,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Serra do Salitre,THIAGO DE CASTRO VIEIRA - EPP / AUTO POSTO CENTRAL ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ituiutaba,ALEXANDRE AUGUSTO DA COSTA/CRUZEIRO MANIPULAÇÃO - EIRELI ,LAS Cadastro,2,"C-05-02-9-Fabricação de medicamentos, exceto aqueles previstos no item C-05-01-0, medicamentos fitoterápicos e farmácias de manipulação",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Perdizes,LUCIANO JOSE RISPOLI/SITIO TRÊS JOSE - MAT. 7472,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,14/06/2019,Deferida
SUPRAM Leste de Minas,São João Evangelista,POSTO DM LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,João Monlevade,TNE COMBUSTÍVEIS JOÃO MONLEVADE LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Imbé de Minas,INDUSTRIA E COMERCIO SANTOS MACIEL LTDA,LAS Cadastro,1,D-01-01-5-Torrefação e moagem de grãos,2019,Junho,18/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberaba,ECOTGA LTDA - EPP,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Romaria,JUAREZ GRAFFITTI/FAZENDA CHARQUEADENSE - MAT. 5657,LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Patos de Minas,VERSI CRIVELENTI FERRERO E OUTROS/FAZENDA PÂNTANO-MAT. 26.852 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Monte Carmelo,CERÂMICA MECASA LTDA - EPP ,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araguari,"MARCOS ANTÔNIO AMARAL JÚNIOR E OUTROS/FAZENDA PATRONA, DUAS PONTES E PIRACANJUBA / MAT. 63.414 ",LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Monte Alegre de Minas,F.B. DISTRIBUIDORA DE PETRÓLEO LTDA. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Santa Juliana,BT CONSTRUÇÕES LTDA,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Araguari,CARILLI DIAS COMERCIO DE COMBUSTÍVEIS LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Ibiá,"LUIZ FERNANDO GARCIA PIRES/FAZENDA GARCIA E FAZENDA PARAÍSO, MATRICULAS 2363 E 25439 ",LAS Cadastro,2,"G-01-01-5-Horticultura (floricultura, olericultura, fruticultura anual, viveiricultura e cultura de ervas medicinais e aromáticas) Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,São Francisco de Sales,USINA ITAPAGIPE AÇÚCAR E ÁLCOOL LTDA/FAZENDA ALDEIA – MAT. 14.774 E 14.781 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Uberlândia,JUNCO INDÚSTRIA E COMÉRCIO LTDA ,LAS Cadastro,2,"C-01-03-1-Fabricação de papelão, papel, cartolina, cartão e polpa moldada, utilizando celulose e/ou papel reciclado como matéria-prima",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Gurinhatã,ADELINO DE FREITAS FRANCO FILHO/FAZENDA DE PATOS - TRÊS MENINAS - GAMELEIRA – MAT. 34.793; 34.240; 33.699; 29.392; 35.039; 35.038; 29.396.,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Iturama,ADEMAR QUEIROZ/FAZENDA ALVORADA E JARACATIÁ MAT. 44.304,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,14/06/2019,Deferida
SUPRAM Triângulo Mineiro / Alto Paranaíba,Lagoa Formosa,ELIÉSIO CARLOS RODRIGUES/FAZENDA BAÚ - MATRICULA 15060 ,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,14/06/2019,Deferida
SUPRAM Central Metropolitana,Sete Lagoas,SAMA SANTA MARTA SIDERURGIA LTDA,LAS RAS,3,F-05-07-1-(DN74)RECICLAGEM OU REGENERAÇÃO DE OUTROS RESÍDUOS CLASSE 2 (NÃO PERIGOSOS) NÃO ESPECIFICADOS.,2019,Junho,15/06/2019,Deferida
SUPRAM Central Metropolitana,Esmeraldas,CONSTRUTORA CARLOS MIRANDA ENGENHARIA COMÉRCIO E INDÚSTRIA LTDA,LAS RAS,3,A-03-01-8-(DN74)Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,15/06/2019,Indeferida
SUPRAM Noroeste de Minas,Unaí,FAZENDA COLUMBIA,LAS RAS,3,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,07/06/2019,Deferida
SUPRAM Noroeste de Minas,Paracatu,TAVARES E CUNHA LTDA ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,07/06/2019,Deferida
SUPRAM Sul de Minas,Alpinópolis,JOSÉ MARCELO DE PAULA - SÍTIO MONJOLINHO ,LAS Cadastro,2,G-02-02-1-Avicultura,2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,São Vicente de Minas,ANA CRISTINA BOTELHO ARAÚJO - ME ,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Varginha,COLEPACK INDÚSTRIA E COMÉRCIO DE EMBALAGENS EIRELI ,LAS Cadastro,2,"C-01-03-1-Fabricação de papelão, papel, cartolina, cartão e polpa moldada, utilizando celulose e/ou papel reciclado como matéria-prima",2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Poços de Caldas,VIAÇÃO COMETA S.A. ,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Soledade de Minas,DALNY ARAÚJO SUCASAS - FAZENDA VIDA ,LAS Cadastro,2,"G-02-08-9-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime de confinamento",2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Passos,R V C J TRANSPORTADORA LTDA. ,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,19/06/2019,Deferida
SUPRAM Leste de Minas,Santa Rita do Itueto,GRANITO BORCHARD LTDA,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,15/06/2019,Deferida
SUPRAM Noroeste de Minas,Paracatu,FAZENDA SANTA ROSA OU BARRA,LAC 1 - LOC,3,G-05-04-3-Canais de irrigação,2019,Junho,11/06/2019,Deferida
SUPRAM Leste de Minas,Itabira,MAXIMA CAMINHOES MAQUINAS E SERVICOS LTDA ME,LAS RAS,3,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,15/06/2019,Deferida
SUPRAM Leste de Minas,Teófilo Otoni,QUALITA GRANITOS E MARMORES LTDA,LAS RAS,2,A-02-06-2-Lavra a céu aberto - Rochas ornamentais e de revestimento,2019,Junho,15/06/2019,Deferida
SUPRAM Leste de Minas,Ipanema,INDUSTRIA DE LÁCTEOS IPANEMA LTDA ME,LAS Cadastro,2,"D-01-06-1-Fabricação de produtos de laticínios, exceto envase de leite fluido",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Timóteo,AMBIENTALL TECNOLOGIA LTDA EPP,REVLO,3,F-02-01-1-(DN74)Transporte rodoviário de resíduos perigosos - classe I.,2019,Junho,15/06/2019,Arquivamento
SUPRAM Leste de Minas,Gonzaga,PLANEJAR ENGENHARIA DE PROJETOS E NEGOCIOS LTDA,LP+LI,3,E-03-02-6-(DN74)Canais para drenagem.,2019,Junho,15/06/2019,Arquivamento
SUPRAM Sul de Minas,Careaçu,AUTO POSTO CAPIXABA LTDA.,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,19/06/2019,Deferida
SUPRAM Sul de Minas,Machado,ELIAS SIQUEIRA BAGNI - ME ,LAS Cadastro,2,A-03-01-8-Extração de areia e cascalho para utilização imediata na construção civil,2019,Junho,19/06/2019,Deferida
SUPRAM Central Metropolitana,Nova Lima,CAIPGOURMET INDÚSTRIA E COMÉRCIO LTDA,LAS Cadastro,2,D-02-02-1-Fabricação de aguardente,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Igarapé,EXPRESSO MILLENIUM LOG LTDA ME ,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Nova Lima,COPASA - ETA SISTEMA RIO DAS VELHAS,LAS Cadastro,1,E-03-04-2-Estação de tratamento de água para abastecimento,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Betim,REPEL CARGAS S.A.,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Betim,REPELUB REVENDEDORA DE PETRÓLEO E LUBRIFICANTES S.A.,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Juatuba,INDUSTRIA E COMERCIO DE FERTILIZANTES E ADUBOS ORGANOMINERAL DE MG - FERTILIZA S.A.,LAS Cadastro,1,C-04-19-7-Formulação de adubos e fertilizantes,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Mariana,FORMULA TRANSPORTES E LOGISTICA LTDA-ME,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Inhaúma,CERÂMICA MAIA LTD,LAS Cadastro,1,"B-01-03-1-Fabricação de cerâmica vermelha (telhas, tijolos e outros artigos de barro cozido), inclusive com utilização de até 10% dos resíduos “pó de balão” ou “lama de alto-forno” à base seca, em substituição de percentual equivalente na carga de argila",2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Nova Lima,ÁGUA ALCALINA PERFEITA LTDA,LAS Cadastro,2,"D-02-07-0-Fabricação de refrigerantes (inclusive quando associada à extração de água mineral) e de outras bebidas não alcóolicas, exceto sucos",2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Contagem,POLAR TRANSPORTES RODOVIÁRIOS LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Belo Horizonte,BOA VISTA TRANSPORTE DE COMBUSTÍVEIS LTDA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,20/06/2019,Deferida
SUPRAM Central Metropolitana,Sete Lagoas,MATOS E RIBEIRO LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Leste de Minas,Santa Maria de Itabira,POSTO BOA VISTA SANTA MARIA LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Timóteo,COMERCIAL DE COMBUSTÍVEIS LIMOEIRO LTDA.,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Umburatiba,BOOGIIN REFLORESTAMENTO LTDA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Engenheiro Caldas,CERÂMICA BEIJA FLOR LTDA,LAS Cadastro,2,A-03-02-6-Extração de argila usada na fabricação de cerâmica vermelha,2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Itabira,EMPA S.A. SERVIÇOS DE ENGENHARIA,LAS Cadastro,1,F-02-01-1-Transporte rodoviário de produtos e resíduos perigosos,2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Carlos Chagas,COPASA - ETA CARLOS CHAGAS,LAS Cadastro,1,E-03-04-2-Estação de tratamento de água para abastecimento,2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Nanuque,CACIQUE PNEUS LTDA,LAS Cadastro,2,C-02-03-8-Recauchutagem de pneumáticos,2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,São José do Jacuri,ANTÔNIO ALVES MACHADO,LAS Cadastro,2,"A-03-01-9-Extração de cascalho, rocha para produção de britas, areia fora da calha dos cursos d’água e demais coleções hídricas, para aplicação exclusivamente em obras viárias, inclusive as executadas por entidades da Administração Pública Direta e Indireta Municipal, Estadual e Federal",2019,Junho,18/06/2019,Deferida
SUPRAM Norte de Minas,Capitão Enéas,EVANI DA SILVA MAIA - FAZENDA SEMPRE VIVA E OUTRAS,LAS Cadastro,2,"G-02-07-0-Criação de bovinos, bubalinos, equinos, muares, ovinos e caprinos, em regime extensivo",2019,Junho,20/06/2019,Deferida
SUPRAM Leste de Minas,Caratinga,CICLOPE EMPREENDIMENTOS E PARTICIPAÇÕES LTDA-RESIDENCIAL NOVA ESPERANÇA,LAS Cadastro,2,"E-04-01-4-Loteamento do solo urbano, exceto distritos industriais e similares",2019,Junho,18/06/2019,Deferida
SUPRAM Leste de Minas,Mendes Pimentel,JOSE BARBOSA FILHO,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,18/06/2019,Deferida
SUPRAM Norte de Minas,Engenheiro Navarro,IB COMBUSTIVEL LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
SUPRAM Leste de Minas,Sardoá,JOSÉ MARIA DE PINHO BICALHO/ FAZENDA AMERICANA,LAS Cadastro,2,"G-01-03-1-Culturas anuais, semiperenes e perenes, silvicultura e cultivos agrossilvipastoris, exceto horticultura Pot.",2019,Junho,18/06/2019,Indeferida
SUPRAM Norte de Minas,São Romão,VILA RISONHA COMERCIO E ABASTECIMENTO LTDA,LAS Cadastro,2,"F-06-01-7-Postos revendedores, postos ou pontos de abastecimento, instalações de sistemas retalhistas, postos flutuantes de combustíveis e postos revendedores de combustíveis de aviação",2019,Junho,20/06/2019,Deferida
